launch_id,status,http_code,url_used,has_wayback,note
apple-macbook-air-m1,missing,403,https://www.apple.com/newsroom/2020/11/introducing-the-next-generation-of-mac/,no,live_failed code=403
apple-macbook-air-m2-15,missing,403,https://www.apple.com/newsroom/2023/06/apple-introduces-the-15-inch-macbook-air/,no,live_failed code=403
apple-macbook-air-m4,missing,403,https://www.apple.com/newsroom/2025/03/apple-introduces-macbook-air-with-m4-chip-built-for-apple-intelligence/,no,live_failed code=403
apple-macbook-12-2015,missing,403,https://www.apple.com/newsroom/2015/03/09Apple-Unveils-All-New-MacBook/,no,live_failed code=403
apple-macbook-air-m3,missing,403,https://www.apple.com/newsroom/2024/03/apple-unveils-the-new-13-and-15-inch-macbook-air-with-the-powerful-m3-chip/,no,live_failed code=403
apple-imac-intel,missing,403,https://www.apple.com/pr/library/2006/01/10Apple-Unveils-New-iMac-with-Intel-Core-Duo-Processor.html,no,live_failed code=403
apple-macbook-12-2017,missing,403,https://www.apple.com/newsroom/2017/06/apple-takes-the-mac-to-the-next-level/,no,live_failed code=403
apple-macbook-12-2016,missing,403,https://www.apple.com/newsroom/2016/04/apple-updates-macbook-with-new-features-and-the-latest-processors/,no,live_failed code=403
apple-imac-aluminum,missing,403,https://www.apple.com/pr/library/2007/08/07Apple-Unveils-New-iMac-Line.html,no,live_failed code=403
apple-imac-2009,missing,403,https://www.apple.com/pr/library/2009/10/20Apple-Updates-iMac-Line.html,no,live_failed code=403
apple-imac-2010,missing,403,https://www.apple.com/pr/library/2010/07/27Apple-Updates-iMac-Line.html,no,live_failed code=403
apple-imac-2011,missing,403,https://www.apple.com/pr/library/2011/05/03Apple-Updates-iMac-with-Next-Generation-Quad-Core-Processors-Graphics.html,no,live_failed code=403
apple-imac-2012-thin,missing,403,https://www.apple.com/pr/library/2012/10/23Apple-Introduces-Stunning-New-iMac.html,no,live_failed code=403
apple-imac-2013,missing,403,https://www.apple.com/pr/library/2013/09/24New-iMac-Features-Faster-Processors-Graphics-Next-Generation-Wi-Fi-Faster-PCIe-Flash-Storage.html,no,live_failed code=403
apple-imac-2015,missing,403,https://www.apple.com/newsroom/2015/10/13Apple-Updates-iMac-Line/,no,live_failed code=403
apple-imac-pro,missing,403,https://www.apple.com/newsroom/2017/12/imac-pro-the-most-powerful-mac-ever-now-available/,no,live_failed code=403
apple-imac-2019,missing,403,https://www.apple.com/newsroom/2019/03/imac-now-twice-as-fast-with-up-to-8-cores-and-2x-faster-graphics/,no,live_failed code=403
apple-imac-2017,missing,403,https://www.apple.com/newsroom/2017/06/apple-takes-the-mac-to-the-next-level/,no,live_failed code=403
apple-imac-retina-5k,missing,403,https://www.apple.com/pr/library/2014/10/16Apple-Introduces-iMac-with-Retina-5K-Display.html,no,live_failed code=403
apple-imac-2020,missing,403,https://www.apple.com/newsroom/2020/08/apples-most-popular-desktop-gets-a-major-update/,no,live_failed code=403
apple-imac-m1,missing,403,https://www.apple.com/newsroom/2021/04/apple-unveils-new-imac-with-stunning-design-in-vibrant-colors-supercharged-by-m1/,no,live_failed code=403
apple-imac-m4,missing,403,https://www.apple.com/newsroom/2024/10/new-imac-supercharged-by-m4-and-apple-intelligence/,no,live_failed code=403
apple-imac-m3,missing,403,https://www.apple.com/newsroom/2023/10/apple-introduces-new-imac-with-blazing-fast-m3-chip/,no,live_failed code=403
apple-mac-mini-1,missing,403,https://www.apple.com/pr/library/2005/01/11Introducing-Mac-mini.html,no,live_failed code=403
apple-mac-mini-2011,missing,403,https://www.apple.com/pr/library/2011/07/20New-Mac-mini.html,no,live_failed code=403
apple-mac-mini-intel,missing,403,https://www.apple.com/pr/library/2006/02/28New-Mac-mini-Features-Intel-Core-Solo-Duo.html,no,live_failed code=403
apple-mac-mini-2009,missing,403,https://www.apple.com/pr/library/2009/03/03Apple-Updates-Mac-mini.html,no,live_failed code=403
apple-mac-mini-2010,missing,403,https://www.apple.com/pr/library/2010/06/15Apple-Reinvents-Mac-mini.html,no,live_failed code=403
apple-mac-mini-2012,missing,403,https://www.apple.com/pr/library/2012/10/23Apple-Updates-Mac-mini.html,no,live_failed code=403
apple-mac-mini-2018,missing,403,https://www.apple.com/newsroom/2018/10/new-mac-mini-is-an-incredibly-versatile-and-powerful-mac-desktop/,no,live_failed code=403
apple-mac-mini-2014,missing,403,https://www.apple.com/pr/library/2014/10/16Apple-Updates-Mac-mini.html,no,live_failed code=403
apple-mac-mini-m1,missing,403,https://www.apple.com/newsroom/2020/11/introducing-the-next-generation-of-mac/,no,live_failed code=403
apple-mac-pro-2010,missing,403,https://www.apple.com/pr/library/2010/07/27New-Mac-Pro-Features-Up-to-12-Cores.html,no,live_failed code=403
apple-mac-mini-m2,missing,403,https://www.apple.com/newsroom/2023/01/apple-introduces-the-new-mac-mini-with-m2-and-m2-pro/,no,live_failed code=403
apple-mac-pro-2008,missing,403,https://www.apple.com/pr/library/2008/01/08Apple-Updates-Mac-Pro-with-Quad-Core-Intel-Xeon-Processors.html,no,live_failed code=403
apple-mac-pro-2009,missing,403,https://www.apple.com/pr/library/2009/03/03Apple-Unveils-Worlds-Fastest-Mac.html,no,live_failed code=403
apple-mac-pro-2006,missing,403,https://www.apple.com/pr/library/2006/08/07Apple-Unveils-New-Mac-Pro-Featuring-Quad-Xeon-Processors.html,no,live_failed code=403
apple-mac-mini-m4,missing,403,https://www.apple.com/newsroom/2024/10/new-mac-mini-the-most-powerful-mac-mini-ever/,no,live_failed code=403
apple-mac-pro-m2-ultra,missing,403,https://www.apple.com/newsroom/2023/06/apple-introduces-new-mac-studio-and-brings-apple-silicon-to-mac-pro/,no,live_failed code=403
apple-mac-pro-2013,missing,403,https://www.apple.com/pr/library/2013/12/19Mac-Pro-Available-Tomorrow.html,no,live_failed code=403
apple-mac-pro-2019,missing,403,https://www.apple.com/newsroom/2019/12/apples-new-mac-pro-the-most-powerful-mac-ever-arrives-on-december-10/,no,live_failed code=403
apple-mac-studio-m1,missing,403,https://www.apple.com/newsroom/2022/03/apple-unveils-mac-studio-and-studio-display-a-breakthrough-combination-for-pros/,no,live_failed code=403
apple-mac-studio-m2,missing,403,https://www.apple.com/newsroom/2023/06/apple-introduces-new-mac-studio-and-brings-apple-silicon-to-mac-pro/,no,live_failed code=403
apple-mac-studio-m4-m3-ultra,missing,403,https://www.apple.com/newsroom/2025/03/apple-unveils-new-mac-studio-the-most-powerful-mac-ever/,no,live_failed code=403
apple-silicon-m1-pro-max,missing,403,https://www.apple.com/newsroom/2021/10/introducing-m1-pro-and-m1-max-the-most-powerful-chips-apple-has-ever-built/,no,live_failed code=403
apple-silicon-m1,missing,403,https://www.apple.com/newsroom/2020/11/apple-unleashes-m1/,no,live_failed code=403
apple-silicon-m2,missing,403,https://www.apple.com/newsroom/2022/06/apple-unveils-m2-with-breakthrough-performance-and-capabilities/,no,live_failed code=403
apple-silicon-m1-ultra,missing,403,https://www.apple.com/newsroom/2022/03/apple-unveils-m1-ultra-the-worlds-most-powerful-chip-for-a-personal-computer/,no,live_failed code=403
apple-silicon-m2-pro-max,missing,403,https://www.apple.com/newsroom/2023/01/apple-unveils-m2-pro-and-m2-max-next-generation-chips-for-next-level-workflows/,no,live_failed code=403
apple-silicon-m3,missing,403,https://www.apple.com/newsroom/2023/10/apple-unveils-m3-m3-pro-and-m3-max-the-most-advanced-chips-for-a-personal-computer/,no,live_failed code=403
apple-silicon-m2-ultra,missing,403,https://www.apple.com/newsroom/2023/06/apple-introduces-m2-ultra/,no,live_failed code=403
apple-silicon-m3-ultra,missing,403,https://www.apple.com/newsroom/2025/03/apple-reveals-m3-ultra-taking-apple-silicon-to-a-new-extreme/,no,live_failed code=403
apple-silicon-m4-pro-max,missing,403,https://www.apple.com/newsroom/2024/10/new-macbook-pro-features-m4-family-of-chips-and-apple-intelligence/,no,live_failed code=403
apple-silicon-m4,missing,403,https://www.apple.com/newsroom/2024/05/apple-introduces-m4-chip/,no,live_failed code=403
