launch_id,company,product_family,product_name,date,canonical_url,notes
apple-mac-mini-2014,Apple,Mac Mini,Mac Mini (2014),2014-10-16,https://www.apple.com/pr/library/2014/10/16Apple-Updates-Mac-mini.html,WAYBACK
apple-mac-mini-2018,Apple,Mac Mini,Mac Mini (2018),2018-10-30,https://www.apple.com/newsroom/2018/10/new-mac-mini-is-an-incredibly-versatile-and-powerful-mac-desktop/,
apple-mac-mini-m1,Apple,Mac Mini,Mac Mini (M1),2020-11-10,https://www.apple.com/newsroom/2020/11/introducing-the-next-generation-of-mac/,
apple-mac-mini-m2,Apple,Mac Mini,Mac Mini (M2 + M2 Pro),2023-01-17,https://www.apple.com/newsroom/2023/01/apple-introduces-the-new-mac-mini-with-m2-and-m2-pro/,
apple-mac-mini-m4,Apple,Mac Mini,Mac Mini (M4 redesign),2024-10-29,https://www.apple.com/newsroom/2024/10/new-mac-mini-the-most-powerful-mac-mini-ever/,
apple-mac-pro-2006,Apple,Mac Pro,Mac Pro (2006 cheese grater),2006-08-07,https://www.apple.com/pr/library/2006/08/07Apple-Unveils-New-Mac-Pro-Featuring-Quad-Xeon-Processors.html,WAYBACK
apple-mac-pro-2008,Apple,Mac Pro,Mac Pro (2008),2008-01-08,https://www.apple.com/pr/library/2008/01/08Apple-Updates-Mac-Pro-with-Quad-Core-Intel-Xeon-Processors.html,WAYBACK
apple-mac-pro-2009,Apple,Mac Pro,Mac Pro (2009 Nehalem),2009-03-03,https://www.apple.com/pr/library/2009/03/03Apple-Unveils-Worlds-Fastest-Mac.html,WAYBACK
apple-mac-pro-2010,Apple,Mac Pro,Mac Pro (2010),2010-07-27,https://www.apple.com/pr/library/2010/07/27New-Mac-Pro-Features-Up-to-12-Cores.html,WAYBACK
apple-mac-pro-2013,Apple,Mac Pro,Mac Pro (2013 trash can),2013-12-19,https://www.apple.com/pr/library/2013/12/19Mac-Pro-Available-Tomorrow.html,WAYBACK
apple-mac-pro-2019,Apple,Mac Pro,Mac Pro (2019 cheese grater),2019-12-10,https://www.apple.com/newsroom/2019/12/apples-new-mac-pro-the-most-powerful-mac-ever-arrives-on-december-10/,
apple-mac-pro-m2-ultra,Apple,Mac Pro,Mac Pro (M2 Ultra),2023-06-05,https://www.apple.com/newsroom/2023/06/apple-introduces-new-mac-studio-and-brings-apple-silicon-to-mac-pro/,
apple-mac-studio-m1,Apple,Mac Studio,Mac Studio (M1 Max/Ultra),2022-03-08,https://www.apple.com/newsroom/2022/03/apple-unveils-mac-studio-and-studio-display-a-breakthrough-combination-for-pros/,
apple-mac-studio-m2,Apple,Mac Studio,Mac Studio (M2 Max/Ultra),2023-06-05,https://www.apple.com/newsroom/2023/06/apple-introduces-new-mac-studio-and-brings-apple-silicon-to-mac-pro/,
apple-mac-studio-m4-m3-ultra,Apple,Mac Studio,Mac Studio (M4 Max + M3 Ultra),2025-03-05,https://www.apple.com/newsroom/2025/03/apple-unveils-new-mac-studio-the-most-powerful-mac-ever/,
apple-silicon-m1,Apple,Apple Silicon,M1 chip,2020-11-10,https://www.apple.com/newsroom/2020/11/apple-unleashes-m1/,Chip-focused launch
apple-silicon-m1-pro-max,Apple,Apple Silicon,M1 Pro and M1 Max,2021-10-18,https://www.apple.com/newsroom/2021/10/introducing-m1-pro-and-m1-max-the-most-powerful-chips-apple-has-ever-built/,
apple-silicon-m1-ultra,Apple,Apple Silicon,M1 Ultra,2022-03-08,https://www.apple.com/newsroom/2022/03/apple-unveils-m1-ultra-the-worlds-most-powerful-chip-for-a-personal-computer/,
apple-silicon-m2,Apple,Apple Silicon,M2,2022-06-06,https://www.apple.com/newsroom/2022/06/apple-unveils-m2-with-breakthrough-performance-and-capabilities/,
apple-silicon-m2-pro-max,Apple,Apple Silicon,M2 Pro and M2 Max,2023-01-17,https://www.apple.com/newsroom/2023/01/apple-unveils-m2-pro-and-m2-max-next-generation-chips-for-next-level-workflows/,
apple-silicon-m2-ultra,Apple,Apple Silicon,M2 Ultra,2023-06-05,https://www.apple.com/newsroom/2023/06/apple-introduces-m2-ultra/,
apple-silicon-m3,Apple,Apple Silicon,M3 / M3 Pro / M3 Max,2023-10-30,https://www.apple.com/newsroom/2023/10/apple-unveils-m3-m3-pro-and-m3-max-the-most-advanced-chips-for-a-personal-computer/,
apple-silicon-m4,Apple,Apple Silicon,M4,2024-05-07,https://www.apple.com/newsroom/2024/05/apple-introduces-m4-chip/,
apple-silicon-m4-pro-max,Apple,Apple Silicon,M4 Pro and M4 Max,2024-10-30,https://www.apple.com/newsroom/2024/10/new-macbook-pro-features-m4-family-of-chips-and-apple-intelligence/,
apple-silicon-m3-ultra,Apple,Apple Silicon,M3 Ultra,2025-03-05,https://www.apple.com/newsroom/2025/03/apple-reveals-m3-ultra-taking-apple-silicon-to-a-new-extreme/,
